Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,실제 값,예측 값
11.87,57.04,11,400,12857,19826,939.847,0.19,0.2,1.3,0.203,0.005,619,0,0
26.375,46.04,12,400,12854,20760,937.562,2.03,2.11,14.0,2.182,0.049,323,0,0
24.92,51.8,1155,415,12880,19438,938.734,1.9,1.98,13.11,2.044,0.046,16479,1,1
-4.847,50.78,258,400,13119,20002,939.523,0.48,0.5,3.28,0.512,0.012,7169,1,1
9.663,16.47,686,400,13710,20508,936.689,0.71,0.74,4.87,0.76,0.017,5695,0,0
24.78,52.65,1191,410,12908,19430,938.7,1.67,1.74,11.51,1.795,0.041,18163,1,1
-8.166,45.32,91,400,12784,20653,937.486,1.89,1.97,13.02,2.03,0.046,1140,0,0
12.033,51.36,1245,441,12861,19421,938.811,1.81,1.88,12.43,1.938,0.044,15638,1,1
-4.54,59.48,720,710,12776,19549,939.137,2.97,3.08,20.42,3.184,0.072,9622,1,1
25.07,50.38,1446,436,12934,19368,938.681,1.99,2.07,13.71,2.137,0.048,21035,1,1
21.96,49.92,25,400,13259,20188,939.661,2.16,2.24,14.86,2.317,0.052,4629,1,1
2.888,53.61,267,400,13133,19948,939.676,1.41,1.46,9.68,1.509,0.034,3706,1,1
-6.264,56.16,215,400,13143,20053,939.588,0.69,0.72,4.76,0.742,0.017,6718,1,1
13.58,49.48,1419,436,12977,19373,938.861,2.28,2.37,15.72,2.451,0.055,24873,1,1
20.56,52.43,240,400,13138,20020,939.501,0.49,0.51,3.36,0.524,0.012,7374,1,1
18.37,57.26,365,400,13060,19901,939.284,0.61,0.64,4.23,0.659,0.015,8868,1,1
20.376,53.18,1099,529,12840,19458,938.878,2.13,2.22,14.68,2.289,0.052,13317,1,1
38.57,14.22,130,2906,12547,20459,930.887,1.51,1.57,10.41,1.623,0.037,845,1,1
26.0,52.96,1082,400,12889,19448,938.791,1.74,1.81,12.01,1.872,0.042,15962,1,1
24.52,53.62,1143,400,12913,19445,938.689,1.79,1.86,12.32,1.921,0.043,18056,1,1
18.932,53.15,1214,519,12839,19430,938.895,1.87,1.95,12.89,2.011,0.045,13736,1,1
25.53,54.25,1297,400,12982,19404,938.752,1.63,1.7,11.25,1.754,0.04,22921,1,1
17.47,53.69,34,400,13191,20126,939.584,1.1,1.14,7.55,1.178,0.027,2291,0,0
26.92,47.99,1147,400,12924,19440,938.677,1.58,1.64,10.89,1.699,0.038,19338,1,1
22.66,49.59,283,400,13127,19929,939.68,1.66,1.73,11.45,1.786,0.04,3688,1,1
16.337,48.2,1099,598,12817,19456,939.055,2.34,2.43,16.11,2.512,0.057,11952,1,1
26.44,46.26,86,400,12784,20655,937.531,2.12,2.2,14.56,2.271,0.051,966,0,0
24.87,52.18,1136,400,12905,19448,938.704,1.85,1.92,12.74,1.986,0.045,17860,1,1
24.43,53.93,1392,410,12974,19375,938.727,1.89,1.96,12.99,2.026,0.046,23572,1,1
37.65,15.04,459,4878,12262,20003,930.903,1.42,1.48,9.79,1.527,0.034,697,1,1
19.665,52.84,1128,525,12847,19438,938.874,1.97,2.05,13.59,2.119,0.048,13550,1,1
25.4,48.53,1161,513,12844,19446,938.907,1.93,2.01,13.31,2.075,0.047,14133,1,1
26.8,48.34,1327,400,12968,19398,938.694,1.96,2.03,13.46,2.099,0.047,22216,1,1
17.524,51.5,1216,411,12918,19419,938.735,1.53,1.59,10.53,1.642,0.037,19897,1,1
-7.965,40.82,62,400,12795,20672,937.455,1.71,1.77,11.74,1.831,0.041,1430,0,0
-18.045,54.25,1364,409,12980,19383,938.682,1.86,1.93,12.8,1.997,0.045,23759,1,1
18.12,50.51,0,400,13138,20036,939.595,0.5,0.51,3.41,0.532,0.012,1602,0,0
25.35,48.86,1197,430,12878,19428,938.763,1.82,1.89,12.53,1.954,0.044,16773,1,1
28.18,44.99,205,418,12775,20523,937.42,1.31,1.36,9.04,1.409,0.032,3328,0,0
12.024,41.94,0,400,13314,21286,937.421,1.85,1.92,12.7,1.98,0.045,3598,0,0
21.97,49.82,107,400,13240,20120,939.681,1.89,1.97,13.02,2.031,0.046,4270,1,1
18.268,47.04,1157,500,12848,19443,938.916,2.04,2.12,14.04,2.189,0.049,13885,1,1
12.086,52.81,1111,405,12881,19445,938.765,1.83,1.9,12.57,1.96,0.044,16005,1,1
24.48,53.78,1233,410,12910,19419,938.739,1.63,1.7,11.25,1.754,0.04,18537,1,1
27.52,47.28,138,400,12797,20595,937.33,1.88,1.96,12.96,2.02,0.046,2304,0,0
12.028,52.93,1164,428,12860,19431,938.808,1.61,1.67,11.05,1.723,0.039,15648,1,1
-9.177,54.75,24,400,13255,20204,939.702,2.25,2.33,15.46,2.411,0.054,5333,1,1
19.488,38.78,9383,400,12881,19372,936.888,0.6,0.62,4.14,0.645,0.015,4210,0,0
24.85,50.63,1151,633,12802,19448,939.064,2.16,2.24,14.85,2.315,0.052,11736,1,1
17.442,56.55,3386,400,13242,19775,936.916,0.53,0.55,3.66,0.571,0.013,4091,0,0
-4.74,56.67,334,400,13098,19931,939.325,0.21,0.22,1.45,0.227,0.005,8479,1,1
54.24,19.24,37192,750,12630,18673,936.868,0.89,0.93,6.14,0.957,0.022,4577,0,0
28.97,40.99,92,400,12787,20632,937.439,1.92,1.99,13.21,2.06,0.047,1609,0,0
19.082,47.14,1025,562,12827,19477,939.004,2.36,2.45,16.22,2.529,0.057,12323,1,1
-7.377,42.52,64,400,12786,20649,937.419,1.86,1.94,12.82,1.999,0.045,1471,0,0
51.4,23.26,33051,750,12628,18724,936.93,0.68,0.71,4.7,0.732,0.017,4513,0,0
3.774,49.51,979,657,12793,19493,939.082,2.32,2.41,15.96,2.488,0.056,10768,1,1
26.85,48.25,1176,400,12938,19438,938.718,1.79,1.86,12.35,1.926,0.043,19996,1,1
19.82,53.98,63,400,13244,20149,939.651,2.3,2.39,15.81,2.466,0.056,4500,1,1
26.94,47.87,1316,400,12974,19396,938.751,1.95,2.03,13.44,2.096,0.047,22403,1,1
-8.885,55.71,38,400,13244,20229,939.633,2.36,2.46,16.27,2.537,0.057,5872,1,1
25.34,47.69,1088,671,12780,19449,939.09,2.26,2.34,15.52,2.421,0.055,11027,1,1
-4.7,41.47,84,400,12788,20633,937.399,1.82,1.89,12.52,1.952,0.044,1661,0,0
-11.531,54.12,1352,406,12958,19386,938.734,1.85,1.92,12.75,1.988,0.045,21899,1,1
2.117,48.61,1011,685,12781,19484,939.081,2.18,2.26,14.97,2.335,0.053,10608,1,1
27.04,47.67,1184,400,12924,19425,938.691,1.41,1.47,9.74,1.519,0.034,19283,1,1
-7.049,49.28,1306,400,12961,19400,938.703,2.05,2.13,14.14,2.205,0.05,21609,1,1
24.49,53.55,1333,405,12958,19390,938.711,1.43,1.48,9.84,1.534,0.035,21829,1,1
24.34,54.15,1400,420,12966,19384,938.754,1.61,1.67,11.08,1.727,0.039,22919,1,1
25.23,49.21,1094,565,12822,19460,938.925,2.1,2.18,14.44,2.252,0.051,12814,1,1
20.95,53.68,160,400,13177,20105,939.655,0.71,0.74,4.9,0.764,0.017,6303,1,1
11.15,54.13,0,400,12498,19569,939.757,0.07,0.24,0.06,0.273,0.163,38,0,0
-4.904,51.17,340,400,13088,19922,939.353,0.46,0.48,3.19,0.498,0.011,8610,1,1
15.092,47.86,1130,458,12857,19448,938.921,1.89,1.97,13.03,2.032,0.046,14534,1,1
21.29,49.85,202,400,13151,20061,939.598,0.86,0.89,5.89,0.919,0.021,6616,1,1
-7.867,14.42,1546,400,13682,20284,936.679,0.89,0.92,6.11,0.952,0.022,5578,0,0
19.154,53.68,18,400,13203,20145,939.56,1.24,1.29,8.52,1.329,0.03,2352,0,0
19.05,47.45,135,400,13161,20034,939.66,0.95,0.98,6.51,1.015,0.023,2800,0,0
16.83,52.09,0,400,13101,19983,939.727,0.43,0.44,2.94,0.458,0.01,1303,0,0
13.044,52.91,1134,448,12870,19452,938.803,2.02,2.1,13.94,2.173,0.049,15048,1,1
20.68,51.52,342,400,13092,19929,939.343,0.35,0.36,2.38,0.371,0.008,8554,1,1
20.56,49.86,116,400,13217,20099,939.651,2.14,2.22,14.73,2.297,0.052,4237,1,1
13.647,53.01,1161,463,12857,19445,938.82,2.18,2.27,15.01,2.34,0.053,14870,1,1
-8.696,53.67,27,400,13254,20192,939.705,1.78,1.85,12.23,1.908,0.043,5104,1,1
26.09,46.98,92,400,12783,20632,937.421,1.75,1.82,12.07,1.883,0.043,1390,0,0
8.74,53.02,1080,650,12798,19459,939.088,2.13,2.22,14.69,2.291,0.052,11217,1,1
26.5,48.37,1015,607,12819,19479,939.045,2.1,2.18,14.45,2.254,0.051,11652,1,1
-4.953,55.44,318,400,13104,19947,939.321,0.35,0.37,2.42,0.378,0.009,8652,1,1
-4.834,53.64,271,400,13122,20009,939.515,0.59,0.62,4.07,0.635,0.014,7174,1,1
6.215,56.16,278,400,13138,19933,939.675,1.96,2.04,13.51,2.107,0.048,3432,1,1
19.152,49.87,1073,575,12814,19455,939.009,2.32,2.41,15.94,2.486,0.056,12335,1,1
25.38,48.46,1107,558,12823,19447,938.88,1.87,1.95,12.9,2.012,0.045,12933,1,1
14.762,45.16,215,447,12760,20509,937.429,1.77,1.84,12.19,1.902,0.043,3356,0,0
20.567,46.81,1109,529,12845,19451,938.896,2.07,2.15,14.26,2.223,0.05,13230,1,1
-8.792,53.2,87,400,13216,20176,939.645,1.79,1.86,12.3,1.917,0.043,5917,1,1
22.317,47.26,38,400,13142,20011,939.644,0.84,0.87,5.75,0.897,0.02,2027,0,0
-9.199,49.22,47,400,13240,20207,939.727,2.63,2.73,18.08,2.819,0.064,5661,1,1
-16.29,53.88,1369,415,12957,19385,938.716,2.02,2.1,13.9,2.167,0.049,22254,1,1
-4.126,47.76,140,413,12775,20579,937.418,2.25,2.34,15.5,2.417,0.055,1817,0,0
20.745,48.91,1013,525,12846,19475,938.934,2.05,2.13,14.13,2.204,0.05,12788,1,1
2.765,27.16,7077,400,13157,19555,936.882,4.19,4.35,28.83,4.495,0.102,4829,0,0
13.67,50.09,2,405,12596,19681,939.803,0.0,0.0,0.0,0.0,0.0,190,0,0
19.185,47.5,1212,409,12922,19429,938.7,1.54,1.6,10.62,1.656,0.037,19649,1,1
16.53,47.31,1132,482,12853,19448,938.898,1.68,1.75,11.57,1.804,0.041,14241,1,1
9.478,16.43,661,400,13738,20532,936.686,0.66,0.69,4.56,0.71,0.016,5694,0,0
27.121,55.1,14,400,13023,19929,939.752,0.29,0.3,1.99,0.31,0.007,1012,0,0
-7.938,55.26,170,400,13171,20095,939.661,0.97,1.01,6.7,1.045,0.024,6232,1,1
22.28,48.44,48,400,13236,20165,939.698,2.55,2.65,17.52,2.732,0.062,5003,1,1
17.779,48.66,1042,573,12829,19476,939.035,1.85,1.92,12.73,1.986,0.045,12129,1,1
12.143,47.52,1210,431,12873,19432,938.841,1.55,1.61,10.67,1.663,0.038,15499,1,1
28.38,43.74,196,422,12772,20520,937.336,1.71,1.77,11.74,1.83,0.041,3152,0,0
18.24,56.74,310,400,13112,19957,939.424,0.25,0.26,1.71,0.266,0.006,7980,1,1
51.24,25.23,60000,20085,10951,15907,936.817,3073.53,4901.41,16862.11,5341.564,1732.57,5044,0,0
21.33,53.59,32,400,13262,20230,939.705,2.06,2.14,14.17,2.209,0.05,5763,1,1
-9.695,54.02,1389,422,12954,19382,938.72,2.08,2.16,14.34,2.236,0.051,21777,1,1
22.955,38.39,61,483,12837,20732,937.562,2.2,2.28,15.13,2.36,0.053,53,0,0
25.57,47.88,1224,425,12864,19419,938.756,1.83,1.9,12.6,1.964,0.044,16112,1,1
27.12,47.14,1120,464,12865,19440,938.837,1.79,1.86,12.33,1.923,0.043,14786,1,1
24.65,52.27,1147,400,12982,19435,938.738,1.96,2.04,13.49,2.104,0.048,20565,1,1
25.607,50.0,12,400,12814,19802,939.817,0.2,0.21,1.36,0.213,0.005,539,0,0
20.04,58.15,338,400,13094,19872,939.641,1.53,1.59,10.55,1.646,0.037,3598,1,1
26.87,47.77,1111,525,12844,19447,938.877,2.26,2.35,15.54,2.424,0.055,13214,1,1
25.47,50.41,894,672,12785,19509,939.087,1.96,2.04,13.49,2.104,0.048,10410,1,1
-5.82,51.81,215,400,13148,20058,939.602,0.49,0.51,3.39,0.528,0.012,6847,1,1
20.431,49.11,1174,543,12827,19438,938.909,1.7,1.76,11.69,1.823,0.041,13294,1,1
19.68,49.92,250,400,13126,20022,939.61,0.63,0.66,4.36,0.68,0.015,6930,1,1
26.81,47.83,1258,400,12955,19418,938.699,2.31,2.4,15.89,2.478,0.056,20836,1,1
-5.228,43.86,124,427,12768,20596,937.426,1.75,1.82,12.06,1.881,0.042,1616,0,0
23.617,51.63,7,400,12658,19712,939.806,0.13,0.2,0.75,0.218,0.065,294,0,0
24.86,51.78,1120,529,12840,19449,938.911,1.89,1.96,13.01,2.029,0.046,13301,1,1
-8.518,50.34,32,400,13247,20181,939.684,1.9,1.97,13.08,2.04,0.046,5050,1,1
-4.843,49.52,54,400,13264,20158,939.67,2.51,2.61,17.31,2.699,0.061,4451,1,1
23.48,55.74,749,737,12767,19550,939.15,2.79,2.9,19.2,2.994,0.068,9635,1,1
46.13,30.05,60000,5835,11572,16927,936.858,1918.91,1993.67,13207.07,2059.485,46.516,4925,0,0
-21.971,48.4,1467,441,12954,19360,938.691,1.84,1.91,12.65,1.973,0.045,23192,1,1
19.5,64.52,213,400,13182,20003,939.685,2.31,2.4,15.87,2.475,0.056,3300,1,1
26.63,47.92,1073,603,12814,19468,939.061,2.19,2.28,15.09,2.353,0.053,11656,1,1
19.85,53.41,131,400,13195,20133,939.686,1.98,2.06,13.64,2.127,0.048,5978,1,1
24.4,46.64,72,400,13206,21081,937.056,1.98,2.06,13.62,2.124,0.048,3861,0,0
26.94,47.81,1180,401,12911,19450,938.698,1.76,1.83,12.13,1.892,0.043,18018,1,1
-21.98,47.78,1312,400,12974,19400,938.712,1.85,1.92,12.72,1.984,0.045,23067,1,1
-5.146,64.52,602,547,12863,19649,939.222,2.88,3.0,19.85,3.096,0.07,9299,1,1
24.57,53.36,1321,410,12987,19402,938.833,1.97,2.04,13.55,2.112,0.048,24824,1,1
-4.162,51.85,273,400,13122,19992,939.45,0.44,0.45,3.01,0.469,0.011,7551,1,1
-5.183,67.05,584,650,12812,19675,939.227,2.7,2.81,18.6,2.9,0.066,9255,1,1
24.98,51.4,1193,432,12874,19440,938.78,1.72,1.79,11.83,1.845,0.042,15758,1,1
26.08,51.62,1051,568,12830,19481,939.009,2.0,2.08,13.75,2.144,0.048,12303,1,1
24.31,54.15,1308,400,12991,19396,938.811,2.08,2.16,14.34,2.235,0.05,24595,1,1
-5.063,57.1,353,400,13077,19914,939.279,0.39,0.4,2.67,0.417,0.009,8756,1,1
22.48,47.5,100,400,13235,20120,939.664,2.17,2.26,14.96,2.333,0.053,4349,1,1
19.185,23.49,31413,711,12651,18766,936.919,0.62,0.64,4.24,0.661,0.015,4515,0,0
12.423,49.84,1111,417,12872,19448,938.817,1.88,1.96,12.96,2.022,0.046,15306,1,1
24.554,50.79,55,400,13118,20004,939.599,0.78,0.81,5.36,0.835,0.019,1742,0,0
16.582,47.55,1138,404,12902,19437,938.738,1.78,1.85,12.27,1.913,0.043,17603,1,1
15.395,48.83,1212,424,12886,19427,938.765,1.54,1.6,10.59,1.652,0.037,17313,1,1
23.69,52.65,948,704,12765,19498,939.087,2.26,2.35,15.56,2.426,0.055,10312,1,1
24.59,53.33,1371,408,12961,19379,938.746,1.89,1.97,13.04,2.033,0.046,22486,1,1
-11.956,52.51,1222,400,13024,19424,938.762,2.59,2.69,17.8,2.776,0.063,24107,1,1
18.97,53.72,1136,407,12913,19439,938.713,1.44,1.49,9.9,1.544,0.035,18177,1,1
25.12,50.41,1141,473,12854,19440,938.912,1.56,1.62,10.76,1.677,0.038,14376,1,1
12.11,53.6,25,400,12805,19791,939.836,0.17,0.18,1.18,0.183,0.004,552,0,0
7.491,48.95,1276,400,12996,19402,938.818,1.66,1.72,11.42,1.781,0.04,24732,1,1
26.87,48.06,1186,401,12918,19425,938.711,1.69,1.76,11.66,1.819,0.041,18856,1,1
18.86,50.53,165,400,13149,20003,939.671,0.72,0.75,4.94,0.77,0.017,3107,0,0
29.08,40.93,99,417,12785,20662,937.558,2.04,2.12,14.07,2.193,0.05,819,0,0
48.73,24.06,16887,613,12706,18993,936.906,0.89,0.92,6.1,0.951,0.021,4435,0,0
28.24,40.01,0,400,13115,20958,937.474,2.05,2.13,14.1,2.199,0.05,3516,0,0
-8.662,54.45,47,400,13233,20175,939.683,2.2,2.29,15.14,2.362,0.053,5093,1,1
26.9,48.09,1161,400,12926,19442,938.708,1.82,1.89,12.51,1.95,0.044,18916,1,1
-14.978,48.49,1402,404,12975,19382,938.73,1.91,1.98,13.14,2.049,0.046,23956,1,1
28.42,39.14,0,400,13163,20986,937.464,2.02,2.1,13.92,2.171,0.049,3524,0,0
-2.461,51.27,1015,770,12744,19473,939.133,2.36,2.46,16.27,2.537,0.057,10069,1,1
9.529,51.21,925,400,13016,19497,938.742,2.26,2.35,15.58,2.429,0.055,20583,1,1
20.035,47.81,1228,403,12910,19424,938.726,1.68,1.74,11.55,1.8,0.041,18499,1,1
28.91,42.26,182,424,12766,20530,937.377,1.85,1.93,12.76,1.989,0.045,3170,0,0
49.07,14.59,1226,400,13723,20362,936.663,0.82,0.85,5.63,0.878,0.02,5582,0,0
17.015,47.82,62,400,13193,20112,939.616,0.64,0.66,4.38,0.684,0.015,2547,0,0
23.581,53.81,79,400,13109,19972,939.595,1.03,1.07,7.09,1.106,0.025,1875,0,0
25.05,50.87,1107,492,12850,19457,938.901,1.68,1.75,11.6,1.808,0.041,14197,1,1
-15.458,53.35,1377,413,12959,19380,938.706,1.82,1.89,12.51,1.952,0.044,22186,1,1
26.83,47.58,1009,552,12828,19477,938.975,2.01,2.09,13.84,2.159,0.049,12316,1,1
19.547,51.93,1239,415,12906,19417,938.741,1.56,1.62,10.75,1.676,0.038,18339,1,1
24.59,53.33,1216,404,12894,19426,938.74,1.82,1.89,12.5,1.949,0.044,17390,1,1
-10.708,12.73,1611,400,13681,20258,936.686,0.77,0.8,5.32,0.829,0.019,5552,0,0
12.435,48.84,1333,406,12941,19398,938.763,2.11,2.2,14.55,2.27,0.051,20373,1,1
10.561,53.06,1233,400,12960,19415,938.743,2.21,2.29,15.18,2.367,0.053,20511,1,1
26.44,50.22,1101,485,12855,19452,938.934,2.04,2.12,14.05,2.191,0.049,13925,1,1
-3.034,57.63,793,727,12762,19533,939.138,2.54,2.63,17.45,2.721,0.061,9976,1,1
5.618,47.6,1300,403,12956,19400,938.701,2.21,2.3,15.23,2.375,0.054,20839,1,1
19.736,42.21,191,432,12774,20534,937.348,1.63,1.69,11.19,1.744,0.039,3109,0,0
26.65,49.03,1109,400,12934,19450,938.7,1.58,1.64,10.88,1.697,0.038,19630,1,1
-4.335,47.89,90,400,12798,20624,937.401,1.91,1.98,13.13,2.047,0.046,1703,0,0
28.31,44.3,71,400,12793,20672,937.54,2.24,2.32,15.39,2.401,0.054,986,0,0
12.958,53.25,1174,420,12886,19431,938.766,1.74,1.81,11.96,1.865,0.042,16550,1,1
17.888,53.91,3,400,13216,20159,939.617,0.93,0.97,6.39,0.997,0.023,2469,0,0
21.996,50.49,31,445,12545,19632,939.81,0.0,0.0,0.0,0.001,0.0,148,0,0
-5.072,57.12,327,400,13098,19937,939.292,0.36,0.38,2.49,0.388,0.009,8765,1,1
23.15,52.75,79,400,13109,19976,939.625,0.55,0.57,3.78,0.589,0.013,1929,0,0
26.94,47.63,1381,416,12948,19393,938.675,1.79,1.86,12.3,1.919,0.043,20963,1,1
26.88,47.81,1163,406,12880,19443,938.791,1.83,1.9,12.59,1.964,0.044,15736,1,1
20.25,51.67,170,400,13205,20038,939.647,2.1,2.18,14.46,2.255,0.051,3887,1,1
20.715,52.62,1101,555,12831,19456,938.938,1.73,1.8,11.9,1.856,0.042,12767,1,1
54.49,20.34,32587,714,12645,18740,936.911,0.42,0.44,2.92,0.456,0.01,4529,0,0
21.28,62.65,599,534,12879,19663,939.237,2.39,2.48,16.42,2.561,0.058,9323,1,1
29.07,41.55,73,410,12833,20699,937.561,1.9,1.98,13.11,2.044,0.046,329,0,0
11.73,53.27,20,400,12690,19734,939.813,0.03,0.04,0.19,0.044,0.01,375,0,0
15.759,53.27,1145,467,12860,19453,938.908,1.88,1.96,12.95,2.02,0.046,14396,1,1
27.05,47.54,1157,400,12902,19443,938.727,1.75,1.82,12.06,1.881,0.042,17663,1,1
26.58,49.02,1228,400,12955,19418,938.746,1.9,1.97,13.08,2.04,0.046,20409,1,1
20.617,43.33,175,422,12771,20543,937.31,1.83,1.9,12.59,1.963,0.044,3034,0,0
26.25,50.6,1109,400,13021,19451,938.762,1.87,1.95,12.89,2.01,0.045,24185,1,1
-8.36,48.73,158,400,13173,20102,939.668,1.4,1.45,9.62,1.501,0.034,6090,1,1
28.39,43.62,75,400,12794,20672,937.54,2.2,2.29,15.15,2.363,0.053,987,0,0
-3.524,50.96,694,771,12743,19560,939.143,3.05,3.17,20.97,3.27,0.074,9884,1,1
-15.473,53.74,1396,406,12975,19376,938.723,1.67,1.74,11.51,1.795,0.041,23928,1,1
-5.242,41.43,114,400,12792,20609,937.342,1.86,1.93,12.77,1.991,0.045,2087,0,0
23.955,54.62,24,400,13143,20027,939.631,0.7,0.73,4.85,0.757,0.017,1826,0,0
25.78,49.44,883,671,12788,19508,939.112,2.24,2.32,15.39,2.4,0.054,10422,1,1
27.05,47.06,1080,505,12847,19461,938.86,2.05,2.13,14.1,2.199,0.05,13583,1,1
12.8,55.38,0,400,12539,19629,939.714,0.33,1.24,0.04,1.428,0.877,58,0,0
24.61,35.72,200,1206,13077,19777,931.105,1164.22,1226.12,7971.32,1269.284,44.27,173,1,1
17.159,47.85,1176,403,12929,19430,938.747,1.62,1.68,11.16,1.741,0.039,19941,1,1
4.698,41.07,91,410,12784,20665,937.561,2.08,2.16,14.3,2.23,0.05,817,0,0
24.43,53.77,1364,419,12979,19383,938.799,1.82,1.89,12.54,1.955,0.044,24529,1,1
-1.996,55.21,950,723,12755,19487,939.093,2.39,2.49,16.47,2.569,0.058,10137,1,1
55.78,17.66,60000,5044,11644,16788,936.794,7725.27,21310.96,19791.69,24179.328,13082.594,5156,0,0
24.45,52.75,1134,636,12806,19455,939.079,1.98,2.06,13.62,2.124,0.048,11508,1,1
28.73,41.69,80,400,12793,20662,937.498,2.18,2.26,15.0,2.339,0.053,1235,0,0
-4.179,41.07,95,400,12794,20636,937.387,1.75,1.81,12.01,1.873,0.042,1731,0,0
3.687,54.09,353,400,13095,19862,939.674,1.36,1.41,9.37,1.462,0.033,3639,1,1
14.421,51.99,1182,461,12858,19445,938.865,1.99,2.07,13.69,2.135,0.048,14681,1,1
18.51,51.32,143,400,13158,20033,939.651,0.8,0.83,5.51,0.859,0.019,2871,0,0
13.04,56.93,0,400,12777,19795,939.818,0.27,0.32,1.8,0.339,0.042,458,0,0
21.35,49.49,203,400,13152,20061,939.603,0.78,0.81,5.38,0.839,0.019,6744,1,1
22.09,49.12,50,400,13243,20209,939.737,2.49,2.58,17.12,2.67,0.06,5602,1,1
24.79,52.4,1096,438,12873,19453,938.827,1.72,1.79,11.83,1.845,0.042,15283,1,1
18.28,52.05,114,400,13176,20046,939.649,0.95,0.98,6.51,1.016,0.023,2819,0,0
25.16,49.96,1398,424,12950,19378,938.729,1.75,1.82,12.04,1.878,0.042,21814,1,1
20.61,53.04,369,400,13048,19896,939.278,0.35,0.36,2.38,0.371,0.008,9154,1,1
15.94,50.25,10,400,13030,19945,939.733,0.16,0.16,1.07,0.167,0.004,993,0,0
11.998,47.43,1151,413,12879,19443,938.808,1.74,1.81,12.0,1.871,0.042,15802,1,1
1.059,54.36,938,696,12778,19495,939.123,1.66,1.73,11.44,1.783,0.04,10500,1,1
55.78,19.84,60000,14366,11158,16233,936.804,11122.22,22849.56,48173.3,25444.312,11232.57,5169,0,0
21.41,45.25,159,400,13161,20017,939.669,0.85,0.89,5.88,0.917,0.021,3091,0,0
27.078,55.56,30,400,13045,19937,939.748,0.38,0.39,2.6,0.405,0.009,1124,0,0
17.725,53.38,1140,407,12908,19443,938.691,1.74,1.81,11.97,1.866,0.042,17870,1,1
38.93,39.4,9167,400,12889,19375,936.894,0.68,0.71,4.71,0.735,0.017,4213,0,0
22.14,48.9,15,400,13262,20241,939.732,2.65,2.76,18.26,2.848,0.064,5544,1,1
12.064,52.98,1203,438,12870,19434,938.826,2.19,2.28,15.07,2.35,0.053,15588,1,1
17.886,48.85,4141,400,13213,19694,936.954,0.66,0.68,4.52,0.704,0.016,4115,0,0
6.052,52.91,1082,675,12793,19467,939.079,2.14,2.23,14.74,2.299,0.052,10977,1,1
26.83,48.34,1184,408,12918,19433,938.695,1.53,1.59,10.56,1.647,0.037,19334,1,1
24.59,52.84,1092,545,12839,19456,938.902,2.15,2.23,14.8,2.308,0.052,13069,1,1
13.762,41.78,166,400,13172,20982,937.021,1.83,1.9,12.57,1.96,0.044,3871,0,0
26.78,47.92,1048,554,12834,19467,938.989,1.87,1.95,12.89,2.01,0.045,12673,1,1
24.96,52.14,871,692,12784,19513,939.07,2.17,2.25,14.91,2.326,0.053,10226,1,1
26.94,47.63,1115,474,12863,19455,938.922,2.33,2.43,16.07,2.506,0.057,14296,1,1
-4.306,53.94,791,931,12659,19539,939.139,2.7,2.8,18.57,2.896,0.065,9696,1,1
24.69,52.52,1113,538,12839,19448,938.898,1.93,2.01,13.28,2.072,0.047,13307,1,1
7.605,54.18,1059,655,12798,19474,939.071,2.28,2.37,15.67,2.444,0.055,11116,1,1
39.44,14.26,0,1256,12935,20757,930.887,0.98,1.02,6.72,1.049,0.024,774,1,1
14.36,51.97,11,400,12876,19842,939.841,0.25,0.26,1.73,0.27,0.006,636,0,0
22.32,48.22,7,400,13260,20209,939.711,2.56,2.66,17.65,2.752,0.062,5190,1,1
24.86,50.22,1143,654,12793,19454,939.071,2.15,2.23,14.8,2.308,0.052,11498,1,1
20.578,47.42,1214,401,12918,19423,938.724,1.6,1.67,11.03,1.72,0.039,18747,1,1
25.67,53.91,1065,400,12927,19466,938.681,1.4,1.46,9.64,1.504,0.034,18181,1,1
18.119,53.23,1147,506,12850,19450,938.934,2.23,2.32,15.38,2.398,0.054,13917,1,1
26.61,48.82,1096,502,12844,19451,938.872,1.89,1.96,13.0,2.027,0.046,13568,1,1
15.175,50.83,1186,420,12887,19431,938.785,1.65,1.72,11.39,1.776,0.04,17256,1,1
-4.237,56.42,275,400,13126,19998,939.474,0.56,0.58,3.83,0.597,0.013,7480,1,1
24.47,53.09,1051,566,12827,19467,938.984,2.43,2.52,16.71,2.606,0.059,12413,1,1
17.34,52.22,14,400,13140,20041,939.645,0.79,0.82,5.41,0.844,0.019,2102,0,0
26.867,51.48,18,400,13075,19953,939.715,0.57,0.59,3.92,0.611,0.014,1249,0,0
12.69,57.27,1,400,12983,19906,939.767,0.34,0.35,2.33,0.363,0.008,855,0,0
26.206,50.41,3,400,12889,19852,939.819,0.29,0.3,1.98,0.308,0.007,646,0,0
17.32,52.72,48,400,13191,20122,939.617,1.06,1.1,7.27,1.134,0.026,2520,0,0
26.87,47.79,1115,484,12853,19453,938.89,1.61,1.67,11.06,1.725,0.039,14174,1,1
24.75,52.79,1266,410,12915,19409,938.711,1.45,1.51,10.01,1.56,0.035,19603,1,1
24.58,53.4,1253,411,12920,19414,938.703,1.67,1.73,11.49,1.792,0.04,19609,1,1
